step,walker,sigma8,Omega_m
58,0,0.8215254449607166,0.3145681883829557
59,0,0.8208601688028667,0.315121097197131
60,0,0.8206635793834435,0.3151728935261757
61,0,0.8206635793834435,0.3151728935261757
62,0,0.8210708740393244,0.31526905345520717
63,0,0.822204021090969,0.3142694943175361
64,0,0.822204021090969,0.3142694943175361
65,0,0.8222862758597642,0.3142235896188257
66,0,0.8216041153597038,0.31484695019000947
67,0,0.8216928604967538,0.3148319747305013
68,0,0.8212446946490236,0.3152929165998352
69,0,0.8210748879711851,0.31543993975052953
70,0,0.821043108477402,0.31538689970502043
71,0,0.821043108477402,0.31538689970502043
72,0,0.821043108477402,0.31538689970502043
73,0,0.821043108477402,0.31538689970502043
74,0,0.8205163718131858,0.3158582293391889
75,0,0.8205163718131858,0.3158582293391889
76,0,0.8208958457685595,0.3158630127204243
77,0,0.8208660154320743,0.31588482891419417
78,0,0.8210630965417164,0.31575471755369194
79,0,0.8202992005846473,0.315955754173646
80,0,0.8216688904187969,0.3151882338313524
81,0,0.8218691598635903,0.31485898281740066
82,0,0.8218292992578462,0.3148944485437012
83,0,0.8225184944157071,0.31398593452100976
84,0,0.8225184944157071,0.31398593452100976
85,0,0.8225455873741258,0.31408990680647025
86,0,0.8223955905425722,0.31418507646982446
87,0,0.8225052626102122,0.3139939101523124
88,0,0.8225052626102122,0.3139939101523124
89,0,0.8225052626102122,0.3139939101523124
90,0,0.8222840721514562,0.313870047873414
91,0,0.822669028707401,0.31321204879053094
92,0,0.822669028707401,0.31321204879053094
93,0,0.8230875178302121,0.31298589614919253
94,0,0.8230875178302121,0.31298589614919253
95,0,0.8225162755848704,0.31394263733208777
96,0,0.822661007713339,0.31384593540320377
97,0,0.8227420524619284,0.3139087792466908
98,0,0.8226755868682483,0.31389189423366076
99,0,0.8226933990361407,0.3138944797747999
100,0,0.8225088507709415,0.31403216564127645
101,0,0.8225249063634266,0.314049002223733
102,0,0.8224721251852605,0.3139298786371071
103,0,0.8223688470814113,0.31393168947781486
104,0,0.8225769845519917,0.31404921988862566
105,0,0.8224622276904422,0.31421793329863285
106,0,0.8224622276904422,0.31421793329863285
107,0,0.8220878166987633,0.3145895467804799
108,0,0.8223968322969053,0.3142309135368623
109,0,0.8233354803577627,0.31349451689307284
110,0,0.8236398923575603,0.3131040728174203
111,0,0.8236398923575603,0.3131040728174203
112,0,0.8251004295099233,0.3115809147818453
113,0,0.8247692759756923,0.3118282960077052
114,0,0.8262270550166423,0.31070041090812944
115,0,0.8247442004197287,0.31227986434352717
116,0,0.825210431117773,0.3116820339154864
117,0,0.8259065343888806,0.31109569174208884
118,0,0.8250828589556661,0.311791774465294
119,0,0.8255186290654679,0.3111334138765709
120,0,0.8255186290654679,0.3111334138765709
121,0,0.8245235895496397,0.31234415143735744
122,0,0.825131766112821,0.31168085900979403
123,0,0.8262017337622674,0.3106953364770071
124,0,0.8257644114982795,0.31109033364528554
125,0,0.8252658942105309,0.31198795940094814
126,0,0.8238275560494568,0.3135548687758097
127,0,0.8234710274802836,0.3136906653313228
128,0,0.8240365660538607,0.31307038209677485
129,0,0.8250350881300511,0.3119828481555271
130,0,0.8264048472060631,0.31055877906531365
131,0,0.8256846234025154,0.3114443224789671
132,0,0.825558117304532,0.3117795676834004
133,0,0.8240379062887103,0.3130349360334979
134,0,0.8244869381351145,0.31266413200544196
135,0,0.8251394532909854,0.3122611155155929
136,0,0.8246685083534421,0.3128324512867453
137,0,0.8241116363426899,0.3131658238120029
138,0,0.821771878195692,0.31536726977244756
139,0,0.8217918950387001,0.31549112242620514
140,0,0.8208383328422574,0.31641903513950737
141,0,0.8203481210255112,0.31692385678209395
142,0,0.8203481210255112,0.31692385678209395
143,0,0.8203481210255112,0.31692385678209395
144,0,0.8194441110054127,0.31785354050055475
145,0,0.8194441110054127,0.31785354050055475
146,0,0.8194441110054127,0.31785354050055475
147,0,0.8210698986748264,0.3160244886791698
148,0,0.8220941462448461,0.31504288542133707
149,0,0.8217143223927992,0.31541107663209916
150,0,0.8217143223927992,0.31541107663209916
151,0,0.8217996362315405,0.31533363297460953
152,0,0.8217996362315405,0.31533363297460953
153,0,0.8227082348048315,0.3141269978364188
154,0,0.8227838796275381,0.31404936756756874
155,0,0.8227838796275381,0.31404936756756874
156,0,0.8228862170035884,0.31393731046143086
157,0,0.8228862170035884,0.31393731046143086
158,0,0.8224356410882566,0.3144115024258802
159,0,0.8224356410882566,0.3144115024258802
160,0,0.8231381809037229,0.3137706578655581
161,0,0.8231381809037229,0.3137706578655581
162,0,0.8217851767883334,0.31500484460964356
163,0,0.8222727175502144,0.3142026374005477
164,0,0.8224382968614937,0.3141821312240523
165,0,0.8224382968614937,0.3141821312240523
166,0,0.8221589177313383,0.3144186566600446
167,0,0.822159414912063,0.3143322364157902
168,0,0.8235555154544847,0.31312853626977166
169,0,0.8235555154544847,0.31312853626977166
170,0,0.823628462783405,0.31303188714355074
171,0,0.823628462783405,0.31303188714355074
172,0,0.8232393862841505,0.31309226900950166
173,0,0.8232393862841505,0.31309226900950166
174,0,0.8232393862841505,0.31309226900950166
175,0,0.8234451643803699,0.31340149950546303
176,0,0.8246123697515895,0.3120842839122115
177,0,0.8247564401420734,0.3118098228392366
178,0,0.8247564401420734,0.3118098228392366
179,0,0.822905493371791,0.3138663373267247
180,0,0.822905493371791,0.3138663373267247
181,0,0.822905493371791,0.3138663373267247
182,0,0.8229056022090898,0.3138659976571395
183,0,0.8229056022090898,0.3138659976571395
184,0,0.8243180231089695,0.31243633030242957
185,0,0.8242478725064103,0.31252932520843835
186,0,0.8241456429145902,0.3126282692261816
187,0,0.8241456429145902,0.3126282692261816
188,0,0.8233041015290521,0.3133877558651444
189,0,0.8237463919083412,0.3124947634415479
190,0,0.8236270083625906,0.3127372798521367
191,0,0.8233005005863999,0.3131614807201235
192,0,0.8233005005863999,0.3131614807201235
193,0,0.8229615338889374,0.31358727018249666
194,0,0.8230265558297338,0.3133972444529513
195,0,0.8230265558297338,0.3133972444529513
196,0,0.8222813443731032,0.313992374262859
197,0,0.8208464365452248,0.3151269231690244
198,0,0.8218094743480124,0.31458185246414433
199,0,0.8218663472703861,0.3145608603455253
200,0,0.823610696208663,0.31294465982750364
201,0,0.823650853948863,0.31302231849372925
202,0,0.8232026027871703,0.3133906678327719
203,0,0.8230483067054382,0.3134717515098777
204,0,0.8230483067054382,0.3134717515098777
205,0,0.8232486339358759,0.3134404810483111
206,0,0.8233832993531476,0.3135743864464325
207,0,0.8233224014539684,0.31377127204875155
208,0,0.8233896210090953,0.3139112807816005
209,0,0.8228776514593291,0.31435822422205784
210,0,0.8223043300464664,0.31488511629793786
211,0,0.8223043300464664,0.31488511629793786
212,0,0.8223043300464664,0.31488511629793786
213,0,0.8223043300464664,0.31488511629793786
214,0,0.8228219536192147,0.3143000441585162
215,0,0.8228219536192147,0.3143000441585162
216,0,0.8226761497443251,0.31454446142862313
217,0,0.8228342467169149,0.3144028880745616
218,0,0.8230720387208407,0.31416310439833
219,0,0.8226981086883,0.31443689635633854
220,0,0.8215310938270928,0.3161790894727031
221,0,0.8236031112354996,0.3141089842518543
222,0,0.8236770683507768,0.31415592539201
223,0,0.823896233084457,0.31404990771941166
224,0,0.8239870618996693,0.3137793384698016
225,0,0.8241116664292963,0.31385576139716853
226,0,0.8240244355431106,0.31368540096098657
227,0,0.823902003187833,0.3137573237300596
228,0,0.8245486744982069,0.31361683034563476
229,0,0.824157234975317,0.31378778485627823
230,0,0.8240092760827528,0.3135483726426629
231,0,0.8240092760827528,0.3135483726426629
232,0,0.8243979086365635,0.31314849723923854
233,0,0.8238824697120146,0.3135173105573539
234,0,0.8239698144499465,0.3134036901580053
235,0,0.8234035517903396,0.31365880185634787
236,0,0.8232544551611212,0.3138014385436832
237,0,0.8235429541920907,0.3136140974436729
238,0,0.8235429541920907,0.3136140974436729
239,0,0.8234191773125631,0.3137296397634422
240,0,0.8205629933887597,0.3163451281769823
241,0,0.8205629933887597,0.3163451281769823
242,0,0.8205629933887597,0.3163451281769823
243,0,0.8190087771014755,0.3176450391375611
244,0,0.8194449519930588,0.31724954321216714
245,0,0.8206687962035625,0.3162015623960711
246,0,0.8206687962035625,0.3162015623960711
247,0,0.8216153286385874,0.31529956198844167
248,0,0.8214802877507067,0.3154302403589464
249,0,0.8210555548723559,0.31584566537791176
250,0,0.8224621330711703,0.3145538332810541
251,0,0.823483440728796,0.31386155042923325
252,0,0.8235955181722961,0.3137685818556882
253,0,0.8228217131537677,0.31431977323964666
254,0,0.8228739721720243,0.31420529676515635
255,0,0.8226258786261746,0.3143740914021224
256,0,0.8214583523244403,0.315466388796573
257,0,0.8214583523244403,0.315466388796573
258,0,0.8233648187342877,0.31361948670902506
259,0,0.8224569931374474,0.3143872237901282
260,0,0.8199207889463777,0.3163934730709154
261,0,0.8193564502413482,0.31675082771725854
262,0,0.8221707880952727,0.31423922522609704
263,0,0.8221693473690936,0.31441258689557816
264,0,0.8217760801862072,0.3150441098613007
265,0,0.8221719116684548,0.31468064998499
266,0,0.8221719116684548,0.31468064998499
267,0,0.8214564890992506,0.315297746381523
268,0,0.8204845843751538,0.31635687047831246
269,0,0.8205173737635525,0.31632448341024677
270,0,0.8226170572834561,0.3142218522500296
271,0,0.8224337272636152,0.31440210950541975
272,0,0.8224337272636152,0.31440210950541975
273,0,0.8213599457912578,0.31530501151843454
274,0,0.8206531199439264,0.31584083192463036
275,0,0.8212671703786735,0.3153240337099646
276,0,0.8212671703786735,0.3153240337099646
277,0,0.8226303961743268,0.3141815294026724
278,0,0.8226303961743268,0.3141815294026724
279,0,0.8214970593077489,0.3151473339214061
280,0,0.8214970593077489,0.3151473339214061
281,0,0.8216142335708977,0.31482341217827436
282,0,0.8216142335708977,0.31482341217827436
283,0,0.8216142335708977,0.31482341217827436
284,0,0.8216142335708977,0.31482341217827436
285,0,0.8238860988353305,0.31286898918104566
286,0,0.824960872441409,0.311944391104998
287,0,0.8251644634037932,0.31157486454775135
288,0,0.8251644634037932,0.31157486454775135
289,0,0.8252179284135135,0.3115616537957723
290,0,0.8255872111513086,0.31116767494826086
291,0,0.8255872111513086,0.31116767494826086
292,0,0.8240250530412145,0.3128473150489244
293,0,0.8244191600600619,0.31245060755126053
294,0,0.8244191600600619,0.31245060755126053
295,0,0.8237878571830757,0.3130677026073214
296,0,0.8249283810335791,0.3118453516484455
297,0,0.8249308677990346,0.3118418777002273
298,0,0.825255861630823,0.31143898835702993
299,0,0.825255861630823,0.31143898835702993
300,0,0.8231077383493661,0.31386161122738376
301,0,0.8229597131060505,0.31396099918063447
302,0,0.8218870523806407,0.3153182689190842
303,0,0.8220140571475273,0.31522731082475786
304,0,0.8224525465705579,0.3147126725890313
305,0,0.824354195599032,0.3130614515734289
306,0,0.824354195599032,0.3130614515734289
307,0,0.824354195599032,0.3130614515734289
308,0,0.8254244749887819,0.3124477598669944
309,0,0.8254244749887819,0.3124477598669944
310,0,0.8254366127518014,0.3124711166250958
311,0,0.8255472054717616,0.3119023402985736
312,0,0.8249610077667389,0.3124504762356715
313,0,0.8243482993241533,0.3130824609903625
314,0,0.8242816316065725,0.3131849546057296
315,0,0.8242816316065725,0.3131849546057296
316,0,0.824200854606679,0.3132301027760491
317,0,0.8247428480728382,0.31258138749889136
318,0,0.8241464448560432,0.31319755963655493
319,0,0.824440358293498,0.31275126360464384
320,0,0.8239002928254174,0.31363510214803264
321,0,0.8241967981735594,0.31329089715677433
322,0,0.824180751274926,0.3132862148252442
323,0,0.8237950699554808,0.31394342658645413
324,0,0.8242822377690697,0.3135236099405961
325,0,0.8242822377690697,0.3135236099405961
326,0,0.8242822377690697,0.3135236099405961
327,0,0.8242822377690697,0.3135236099405961
328,0,0.8240259064769848,0.3136876752537601
329,0,0.8240259064769848,0.3136876752537601
330,0,0.8257451479455886,0.3119490913895358
331,0,0.8257451479455886,0.3119490913895358
332,0,0.8259187226457828,0.31184432569468074
333,0,0.8259187226457828,0.31184432569468074
334,0,0.8258486501478154,0.3119104528539526
335,0,0.8257114971874099,0.31201290649128466
336,0,0.8258299710209823,0.3119059158633987
337,0,0.8258299710209823,0.3119059158633987
338,0,0.8258299710209823,0.3119059158633987
339,0,0.8247651317736554,0.3126738269159646
340,0,0.8252929284614338,0.3123356135142873
341,0,0.8252929284614338,0.3123356135142873
342,0,0.8252929284614338,0.3123356135142873
343,0,0.8239985338717913,0.31365896371844143
344,0,0.8239985338717913,0.31365896371844143
345,0,0.8240553870824227,0.3135682633556789
346,0,0.8242967095004995,0.31328818887789067
347,0,0.8242967095004995,0.31328818887789067
348,0,0.8238337992943173,0.3137110927307046
349,0,0.8238337992943173,0.3137110927307046
350,0,0.8237951831822342,0.3137465123593226
351,0,0.8233875636586643,0.31414118630665416
352,0,0.8233875636586643,0.31414118630665416
353,0,0.8233285467306858,0.3142420126147322
354,0,0.8238847489863391,0.31337121102550775
355,0,0.8236904026900367,0.3135966678683145
356,0,0.8236904026900367,0.3135966678683145
357,0,0.8230987458312715,0.3138165511335816
358,0,0.8233037262185415,0.31367109322044523
359,0,0.8235703118018579,0.3134819191090198
360,0,0.8239163824730772,0.31322655558510587
361,0,0.8237938551327364,0.3133029954886189
362,0,0.8235286034222338,0.3136472411061235
363,0,0.8237396908695739,0.3134181813764707
364,0,0.8238564670364347,0.31340595348996114
365,0,0.8238564670364347,0.31340595348996114
366,0,0.8238564670364347,0.31340595348996114
367,0,0.824113826857313,0.31265036131525437
368,0,0.824113826857313,0.31265036131525437
369,0,0.824113826857313,0.31265036131525437
370,0,0.8257318590518729,0.3112636387170178
371,0,0.8266844478081075,0.3106139250906862
372,0,0.8260732209157942,0.31132301446550065
373,0,0.8250450721322822,0.31210034328757064
374,0,0.8250923454011831,0.31217385186369023
375,0,0.8250863168181597,0.3121528373552994
376,0,0.8250863168181597,0.3121528373552994
377,0,0.8245660720564101,0.3126128601380525
378,0,0.8245660720564101,0.3126128601380525
379,0,0.8245660720564101,0.3126128601380525
380,0,0.8245660720564101,0.3126128601380525
381,0,0.8247909561583164,0.31237143071708917
382,0,0.8247940758646247,0.3123585455979604
383,0,0.8247940758646247,0.3123585455979604
384,0,0.8241622393423174,0.3132789236933622
385,0,0.8241622393423174,0.3132789236933622
386,0,0.8241622393423174,0.3132789236933622
387,0,0.8241441773358061,0.3133026954182166
388,0,0.8242834439161703,0.31323822348910946
389,0,0.8242834439161703,0.31323822348910946
390,0,0.8242834439161703,0.31323822348910946
391,0,0.8242860573938706,0.3132362060148728
392,0,0.8239619055039487,0.31325700420432195
393,0,0.824455597264485,0.3128898680993695
394,0,0.8238907240475556,0.31338510927114016
395,0,0.8238907240475556,0.31338510927114016
396,0,0.8230397832058624,0.31421803463777087
397,0,0.8225814285752141,0.3145474201521359
398,0,0.8224238340799978,0.31406379789506467
399,0,0.8224238340799978,0.31406379789506467
400,0,0.8227019232559056,0.3140876278919554
401,0,0.8235515554216124,0.3130475471330196
402,0,0.8231024545049195,0.31347314955328626
403,0,0.8223361966552508,0.3140379781081886
404,0,0.8222464152533286,0.314073762525966
405,0,0.8222810306148733,0.3143189432000032
406,0,0.8222810306148733,0.3143189432000032
407,0,0.8222739486929883,0.31431614999181584
408,0,0.8222739486929883,0.31431614999181584
409,0,0.822223220503372,0.31440208592010527
410,0,0.821782028140963,0.3148928930299819
411,0,0.8216728339509566,0.31501100606227245
412,0,0.821688846339461,0.31484714530852614
413,0,0.8222663631744128,0.31412368364934046
414,0,0.8222663631744128,0.31412368364934046
415,0,0.8222663631744128,0.31412368364934046
416,0,0.8222535548718418,0.31405425748242205
417,0,0.8222535548718418,0.31405425748242205
418,0,0.8227159402082048,0.31394388999284706
419,0,0.8223591421691218,0.3140290546829054
420,0,0.8223591421691218,0.3140290546829054
421,0,0.8224209765629549,0.314051783327751
422,0,0.8225314494686906,0.31391954917026066
423,0,0.8227003405235132,0.31391407240991864
424,0,0.8227003405235132,0.31391407240991864
425,0,0.8222158261167799,0.31437914683554563
426,0,0.8222158261167799,0.31437914683554563
427,0,0.8226169548045266,0.3139645659445128
428,0,0.822705981263711,0.31393255363125644
429,0,0.8225237454475777,0.31401662411757614
430,0,0.8230031890880086,0.31351827125599774
431,0,0.8233966036213606,0.31302524501555246
432,0,0.8236917003510235,0.31275128696077314
433,0,0.8223245468419652,0.3141712465005403
434,0,0.8223245468419652,0.3141712465005403
435,0,0.8223245468419652,0.3141712465005403
436,0,0.8222445075117135,0.3142514201625205
437,0,0.8222967805367045,0.3141292711857182
438,0,0.8222692620434902,0.3141595317961619
439,0,0.823417893550711,0.3130363958924999
440,0,0.8232623144847426,0.3132211788663146
441,0,0.8236596865828438,0.312764579992177
442,0,0.8239218732786988,0.31243648063180135
443,0,0.8239218732786988,0.31243648063180135
444,0,0.8244008215003653,0.3118336061223938
445,0,0.8246071982761334,0.31152370600580376
446,0,0.8243005403381899,0.3119283978260732
447,0,0.823750190867752,0.3126086886423137
448,0,0.823481778748194,0.3128634005113229
449,0,0.8231139880502246,0.3135493652451699
450,0,0.8231774719956904,0.313222551116228
451,0,0.8231774719956904,0.313222551116228
452,0,0.8221189549380569,0.3140472811592194
453,0,0.821165252724135,0.3152796605727659
454,0,0.821165252724135,0.3152796605727659
455,0,0.8220785097290471,0.3142418701686986
456,0,0.8219487035331934,0.3142332097014209
457,0,0.8221516654073415,0.3139726970742399
458,0,0.8221598432047473,0.3139920399002513
459,0,0.8221598432047473,0.3139920399002513
460,0,0.8224202198676723,0.3136029492334727
461,0,0.8223181697961337,0.3138397228012251
462,0,0.8221200559477123,0.3139391494888005
463,0,0.8221200559477123,0.3139391494888005
464,0,0.8221741949702116,0.31377060375053967
465,0,0.8221741949702116,0.31377060375053967
466,0,0.8221741949702116,0.31377060375053967
467,0,0.8222329490936489,0.3137752962477035
468,0,0.8222329490936489,0.3137752962477035
469,0,0.8235278669572993,0.31281824522569207
470,0,0.824277360875658,0.3122641107215354
471,0,0.824277360875658,0.3122641107215354
472,0,0.824758084854978,0.3121807072609487
473,0,0.8237401021907628,0.3131307587423
474,0,0.8235261361790802,0.3133892689668763
475,0,0.8221612832454172,0.3145311841384524
476,0,0.8221612832454172,0.3145311841384524
477,0,0.8223832194493921,0.3142984298008847
478,0,0.8224024477442623,0.31428277186417236
479,0,0.8225639506412189,0.31414855708919326
480,0,0.8225639506412189,0.31414855708919326
481,0,0.8226033510357565,0.3140772799549834
482,0,0.8225971071441264,0.31458058824499824
483,0,0.8226420684349448,0.31496322584763187
484,0,0.8235018407557516,0.31399934251682604
485,0,0.8231188668516358,0.3145238459750199
486,0,0.8237393558777911,0.3136047022085019
487,0,0.821930690152376,0.31528490512555946
488,0,0.821930690152376,0.31528490512555946
489,0,0.82147084579198,0.31581446161054666
490,0,0.82147084579198,0.31581446161054666
491,0,0.8217053149743705,0.31539129003013194
492,0,0.8217053149743705,0.31539129003013194
493,0,0.8221713054081355,0.3149746310877298
494,0,0.8222190297797447,0.31496294420934384
495,0,0.8216511811978054,0.31542755916022625
496,0,0.8209206905387866,0.31602601742056835
497,0,0.8209206905387866,0.31602601742056835
498,0,0.8224179147790942,0.3145769588081301
499,0,0.8213677598599503,0.31559333029679043
500,0,0.8206976670283327,0.3162071102905088
501,0,0.8206976670283327,0.3162071102905088
502,0,0.8219509803866596,0.314988938531832
503,0,0.8241616924032054,0.31292425856087547
504,0,0.8241616924032054,0.31292425856087547
505,0,0.8241759986854822,0.312911902528708
506,0,0.8240011555364318,0.3130490730935916
507,0,0.8240011555364318,0.3130490730935916
508,0,0.8240011555364318,0.3130490730935916
509,0,0.8237716803678901,0.3131092865473571
510,0,0.8237716803678901,0.3131092865473571
511,0,0.8255658852840173,0.31139359093576957
512,0,0.8256038560949106,0.3113818754100212
513,0,0.825672514196199,0.3113407613453646
514,0,0.826292566891513,0.3107549181287319
515,0,0.8264825513758751,0.31057913956172806
516,0,0.8255115877872071,0.3115807825708342
517,0,0.8255115877872071,0.3115807825708342
518,0,0.8255345678610628,0.3115565608660605
519,0,0.8257560980666137,0.31123290400216974
520,0,0.8257560980666137,0.31123290400216974
521,0,0.8252327781717805,0.311867909361004
522,0,0.8252327781717805,0.311867909361004
523,0,0.8258975581698783,0.3105918669534763
524,0,0.8265887774125426,0.30973998150716303
525,0,0.8258702577984103,0.3105162761690248
526,0,0.8257050670830982,0.31079491878880033
527,0,0.8257050670830982,0.31079491878880033
528,0,0.8259910566426215,0.3106730901586005
529,0,0.8259910566426215,0.3106730901586005
530,0,0.8249066199724262,0.3122584547560009
531,0,0.8250802229710174,0.3120046602693949
532,0,0.825458379206611,0.3115066976903558
533,0,0.8248078336341123,0.31214348992051444
534,0,0.8247671797597418,0.31228760135944594
535,0,0.8234012955781448,0.31387466596809693
536,0,0.8251168324348922,0.3124044056854414
537,0,0.8251168324348922,0.3124044056854414
538,0,0.8257530069006209,0.31189693985867595
539,0,0.8257530069006209,0.31189693985867595
540,0,0.8244303942384019,0.31271359703385604
541,0,0.8244565786946431,0.31268166429293504
542,0,0.8252574809722129,0.311900724469246
543,0,0.8256450922164441,0.31150997864058444
544,0,0.8256450922164441,0.31150997864058444
545,0,0.8257011835809446,0.311464039231534
546,0,0.8257011835809446,0.311464039231534
547,0,0.8258686864445864,0.31143797379391075
548,0,0.8256293428314418,0.31169750569312565
549,0,0.8256293428314418,0.31169750569312565
550,0,0.8240274689031463,0.31317733779669965
551,0,0.8240274689031463,0.31317733779669965
552,0,0.824054374552333,0.31326326740650706
553,0,0.823667576856252,0.3136239909255338
554,0,0.8249017166982762,0.3124730449108687
555,0,0.8246748425328195,0.3126427160792516
556,0,0.8246748425328195,0.3126427160792516
557,0,0.824443424175633,0.3128408925631484
558,0,0.8245224100966111,0.31284230562317467
559,0,0.8235241910570732,0.3134374607640658
560,0,0.8235281219680554,0.3134502560846336
561,0,0.8235281219680554,0.3134502560846336
562,0,0.8236597318524308,0.3134187500541945
563,0,0.8232447166912528,0.31401417553938443
564,0,0.8235295208153546,0.31408823893429105
565,0,0.8234744966596197,0.31439939280332185
566,0,0.8233103126022944,0.31435381318652567
567,0,0.8237013531972842,0.3137811330770919
568,0,0.8238587553227237,0.3137455277334413
569,0,0.8234943763644511,0.3140067005958526
570,0,0.8234256980790577,0.3139441681118122
571,0,0.8234256980790577,0.3139441681118122
572,0,0.8234110949620079,0.3139153808672671
573,0,0.8232582596488445,0.3139187605351411
574,0,0.8225782106217581,0.3148202003536653
575,0,0.822408355139927,0.3150881765490174
576,0,0.822764844619921,0.31493020707434227
577,0,0.8223925743582726,0.31519641888515004
578,0,0.8223793554908565,0.31506388582169254
579,0,0.8223497412286168,0.3151058848022005
580,0,0.8228749957742673,0.31437765918566796
581,0,0.8228749957742673,0.31437765918566796
582,0,0.8228749957742673,0.31437765918566796
583,0,0.8226105722532058,0.31451663967269694
584,0,0.8226105722532058,0.31451663967269694
585,0,0.8227132005566767,0.31442450001730327
586,0,0.8227132005566767,0.31442450001730327
587,0,0.8235880352328224,0.3134268115951516
588,0,0.8225074073227182,0.3147379760470401
589,0,0.8225074073227182,0.3147379760470401
590,0,0.8220841122895706,0.31525157503419804
591,0,0.8221530577587826,0.3150170803039408
592,0,0.821921830582791,0.3152617908435614
593,0,0.8221980120134041,0.3154051783555982
594,0,0.8216788977086128,0.3160738647036457
595,0,0.8217547401392035,0.3158939496843713
596,0,0.8220216131039144,0.3153412121356334
597,0,0.8236045863117092,0.3136568345190048
598,0,0.8233726038739848,0.31411097839131835
599,0,0.8244717818414212,0.3128941546210083
600,0,0.8243444087587917,0.3129251935065458
601,0,0.8241032484064317,0.3129839606213754
602,0,0.824156404106962,0.3129388173044015
603,0,0.8243667048839396,0.3127186798398452
604,0,0.8243667048839396,0.3127186798398452
605,0,0.8243667048839396,0.3127186798398452
606,0,0.8246480942848785,0.31252266821616165
607,0,0.8258422033568441,0.31120530872926183
608,0,0.8258543445000748,0.31120613944008835
609,0,0.8258543445000748,0.31120613944008835
610,0,0.8262785940879962,0.31076879274670716
611,0,0.8262785940879962,0.31076879274670716
612,0,0.8254565821180319,0.31151623356543207
613,0,0.8257445554501904,0.3110662488323711
614,0,0.8259771602045701,0.31086264854305856
615,0,0.8259771602045701,0.31086264854305856
616,0,0.8259771602045701,0.31086264854305856
617,0,0.8259771602045701,0.31086264854305856
618,0,0.8259771602045701,0.31086264854305856
619,0,0.8259771602045701,0.31086264854305856
620,0,0.825556580532563,0.31126647437799604
621,0,0.825556580532563,0.31126647437799604
622,0,0.825556580532563,0.31126647437799604
623,0,0.8240714853656453,0.3127738948736526
624,0,0.8241340878922707,0.3126853192259946
625,0,0.8236395981223947,0.3134899707132066
626,0,0.8234396081221872,0.3137474597860583
627,0,0.8222490088568116,0.3149929410388522
628,0,0.8223652036171092,0.314917533474402
629,0,0.8223652036171092,0.314917533474402
630,0,0.8211663345844754,0.3164405136523548
631,0,0.8211663345844754,0.3164405136523548
632,0,0.822034142642508,0.3154259190563311
633,0,0.8225895678991278,0.3152399399967857
634,0,0.8228923405463691,0.3151490094220578
635,0,0.8228926704009488,0.31514310310781113
636,0,0.8228926704009488,0.31514310310781113
637,0,0.8228926704009488,0.31514310310781113
638,0,0.8228926704009488,0.31514310310781113
